sp,sptr_index
8/16/2021,9337.181
8/17/2021,9271.829
8/18/2021,9173.93
8/19/2021,9186.07
8/20/2021,9261.306
8/23/2021,9341.091
8/24/2021,9355.11
8/25/2021,9376
8/26/2021,9321.736
8/27/2021,9404.147
8/30/2021,9445.244
8/31/2021,9433.582
9/1/2021,9437.155
9/2/2021,9465.467
9/3/2021,9462.539
9/7/2021,9430.683
9/8/2021,9418.572
9/9/2021,9375.99
9/10/2021,9304.033
9/13/2021,9325.286
9/14/2021,9273.99
9/15/2021,9352.831
9/16/2021,9338.611
9/17/2021,9253.566
9/20/2021,9096.524
9/21/2021,9089.553
9/22/2021,9176.078
9/23/2021,9287.8
9/24/2021,9301.492
9/27/2021,9275.872
9/28/2021,9087.465
9/29/2021,9102.616
9/30/2021,8994.828
10/1/2021,9098.251
10/4/2021,8980.637
10/5/2021,9076.185
10/6/2021,9113.455
10/7/2021,9191.189
10/8/2021,9173.739
10/11/2021,9110.759
10/12/2021,9088.731
10/13/2021,9116.389
10/14/2021,9272.968
10/15/2021,9342.15
10/18/2021,9373.682
10/19/2021,9443.124
10/20/2021,9477.821
10/21/2021,9506.912
10/22/2021,9496.858
10/25/2021,9541.99
10/26/2021,9559.392
10/27/2021,9511.267
10/28/2021,9605.228
10/29/2021,9625.022
11/1/2021,9642.445
11/2/2021,9677.945
11/3/2021,9740.47
11/4/2021,9782.481
11/5/2021,9819.983
11/8/2021,9828.81
11/9/2021,9795.124
11/10/2021,9716.724
11/11/2021,9722.08
11/12/2021,9793.216
11/15/2021,9793.525
11/16/2021,9831.91
11/17/2021,9808.27
11/18/2021,9842.346
11/19/2021,9828.799
11/22/2021,9798.295
11/23/2021,9814.648
11/24/2021,9837.596
11/26/2021,9614.249
11/29/2021,9741.781
11/30/2021,9558.331
12/1/2021,9446.205
12/2/2021,9581.79
12/3/2021,9501.283
12/6/2021,9613.021
12/7/2021,9812.197
12/8/2021,9842.683
12/9/2021,9773.191
12/10/2021,9866.622
12/13/2021,9776.689
12/14/2021,9705.056
12/15/2021,9863.924
12/16/2021,9778.094
12/17/2021,9678.035
12/20/2021,9567.906
12/21/2021,9738.726
12/22/2021,9838.896
12/23/2021,9900.3
12/27/2021,10037.668
12/28/2021,10027.533
12/29/2021,10041.611
12/30/2021,10012.514
12/31/2021,9986.698
1/3/2022,10050.408
1/4/2022,10044.747
1/5/2022,9850.703
1/6/2022,9841.924
1/7/2022,9803.845
1/10/2022,9789.723
1/11/2022,9879.39
1/12/2022,9907.376
1/13/2022,9767.354
1/14/2022,9775.53
1/18/2022,9595.926
1/19/2022,9503.135
1/20/2022,9398.964
1/21/2022,9221.282
1/24/2022,9246.837
1/25/2022,9134.334
1/26/2022,9120.754
1/27/2022,9072.242
1/28/2022,9294.214
1/31/2022,9469.916
2/1/2022,9534.955
2/2/2022,9624.892
2/3/2022,9390.575
2/4/2022,9440.583
2/7/2022,9405.843
2/8/2022,9484.952
2/9/2022,9623.841
2/10/2022,9450.718
2/11/2022,9271.802
2/14/2022,9236.858
2/15/2022,9383.568
2/16/2022,9393.093
2/17/2022,9195.354
2/18/2022,9130.811
2/22/2022,9038.317
2/23/2022,8871.953
2/24/2022,9005.368
2/25/2022,9207.853
2/28/2022,9186.373
3/1/2022,9044.471
3/2/2022,9213.395
3/3/2022,9166.131
3/4/2022,9094.044
3/7/2022,8825.723
3/8/2022,8762.112
3/9/2022,8988.65
3/10/2022,8950.902
3/11/2022,8835.398
3/14/2022,8771.751
3/15/2022,8959.741
3/16/2022,9160.512
3/17/2022,9274.169
3/18/2022,9382.431
3/21/2022,9378.844
3/22/2022,9484.856
3/23/2022,9368.979
3/24/2022,9504.185
3/25/2022,9552.397
3/28/2022,9620.661
3/29/2022,9738.595
3/30/2022,9678.3
3/31/2022,9527.459
4/1/2022,9559.954
4/4/2022,9637.367
4/5/2022,9517.938
4/6/2022,9425.49
4/7/2022,9466.761
4/8/2022,9441.836
4/11/2022,9282.478
4/12/2022,9251.067
4/13/2022,9356.213
4/14/2022,9242.581
4/18/2022,9240.693
4/19/2022,9389.213
4/20/2022,9383.543
4/21/2022,9245.861
4/22/2022,8989.514
4/25/2022,9040.859
4/26/2022,8786.474
4/27/2022,8804.998
4/28/2022,9023.416
4/29/2022,8696.647
5/2/2022,8746.053
5/3/2022,8788.362
5/4/2022,9050.904
5/5/2022,8729.211
5/6/2022,8680.967
5/9/2022,8403.496
5/10/2022,8424.196
5/11/2022,8285.819
5/12/2022,8278.035
5/13/2022,8476.569
5/16/2022,8443.548
5/17/2022,8614.312
5/18/2022,8268.322
5/19/2022,8220.967
5/20/2022,8222.312
5/23/2022,8375.866
5/24/2022,8307.973
5/25/2022,8386.616
5/26/2022,8553.681
5/27/2022,8766.832
5/31/2022,8712.602
6/1/2022,8648.284
6/2/2022,8809.179
6/3/2022,8665.801
6/6/2022,8693.057
6/7/2022,8776.089
6/8/2022,8681.684
6/9/2022,8475.912
6/10/2022,8229.426
6/13/2022,7910.428
6/14/2022,7883.341
6/15/2022,7998.619
6/16/2022,7739.388
6/17/2022,7756.595
6/21/2022,7946.886
6/22/2022,7936.673
6/23/2022,8012.675
6/24/2022,8257.723
6/27/2022,8233.421
6/28/2022,8067.558
6/29/2022,8062.716
6/30/2022,7993.431
7/1/2022,8077.892
7/5/2022,8092.151
7/6/2022,8121.215
7/7/2022,8243.691
7/8/2022,8237.502
7/11/2022,8142.684
7/12/2022,8067.557
7/13/2022,8031.761
7/14/2022,8008.713
7/15/2022,8162.502
7/18/2022,8094.234
7/19/2022,8318.195
7/20/2022,8367.373
7/21/2022,8450.644
7/22/2022,8371.874
7/25/2022,8382.884
7/26/2022,8286.189
7/27/2022,8503.017
7/28/2022,8607.244
7/29/2022,8730.461
8/1/2022,8705.874
8/2/2022,8647.909
8/3/2022,8783.284
8/4/2022,8777.227
8/5/2022,8764.082
8/8/2022,8753.393
8/9/2022,8716.751
8/10/2022,8902.723
8/11/2022,8898.837
8/12/2022,9054.138
8/15/2022,9090.361
8/16/2022,9107.867
8/17/2022,9043.589
8/18/2022,9065.49
8/19/2022,8948.818
8/22/2022,8758.243
8/23/2022,8738.763
8/24/2022,8764.42
8/25/2022,8888.128
8/26/2022,8588.946
8/29/2022,8532.102
8/30/2022,8438.687
8/31/2022,8374.416
9/1/2022,8400.96
9/2/2022,8311.422
9/6/2022,8277.814
9/7/2022,8429.865
9/8/2022,8486.631
9/9/2022,8616.978
9/12/2022,8708.173
9/13/2022,8331.901
9/14/2022,8362.4
9/15/2022,8268.603
9/16/2022,8209.346
9/19/2022,8265.727
9/20/2022,8172.643
9/21/2022,8033.294
9/22/2022,7965.96
9/23/2022,7828.866
9/26/2022,7747.931
9/27/2022,7731.994
9/28/2022,7884.547
9/29/2022,7719.091
9/30/2022,7603.144
10/3/2022,7799.999
10/4/2022,8039.248
10/5/2022,8023.806
10/6/2022,7943.632
10/7/2022,7721.44
10/10/2022,7663.582
10/11/2022,7613.753
10/12/2022,7588.901
10/13/2022,7786.956
10/14/2022,7602.988
10/17/2022,7804.326
10/18/2022,7893.677
10/19/2022,7840.994
10/20/2022,7779.525
10/21/2022,7964.248
10/24/2022,8058.879
10/25/2022,8190.018
10/26/2022,8129.623
10/27/2022,8080.32
10/28/2022,8280.106
10/31/2022,8218.705
11/1/2022,8185.073
11/2/2022,7980.468
11/3/2022,7897.008
11/4/2022,8006.245
11/7/2022,8083.382
11/8/2022,8128.698
11/9/2022,7961.52
11/10/2022,8403.482
11/11/2022,8481.131
11/14/2022,8407.25
11/15/2022,8481.137
11/16/2022,8413.094
11/17/2022,8388.839
11/18/2022,8429.01
11/21/2022,8397.231
11/22/2022,8511.48
11/23/2022,8562.275
11/25/2022,8560.09
11/28/2022,8427.949
11/29/2022,8415.266
11/30/2022,8677.999
12/1/2022,8671.904
12/2/2022,8662.23
12/5/2022,8507.339
12/6/2022,8385.163
12/7/2022,8369.741
12/8/2022,8433.895
12/9/2022,8372.259
12/12/2022,8491.856
12/13/2022,8554.104
12/14/2022,8503.968
12/15/2022,8292.644
12/16/2022,8200.899
12/19/2022,8127.566
12/20/2022,8136.299
12/21/2022,8258.428
12/22/2022,8139.072
12/23/2022,8187.064
12/27/2022,8154.568
12/28/2022,8056.618
12/29/2022,8198.355
12/30/2022,8178.021
1/3/2023,8145.604
1/4/2023,8207.424
1/5/2023,8113.147
1/6/2023,8298.613
1/9/2023,8293.801
1/10/2023,8351.683
1/11/2023,8459.178
1/12/2023,8489.084
1/13/2023,8523.32
1/17/2023,8506.032
1/18/2023,8373.66
1/19/2023,8310.746
1/20/2023,8468.152
1/23/2023,8568.773
1/24/2023,8562.874
1/25/2023,8561.404
1/26/2023,8656.265
1/27/2023,8678.011
1/30/2023,8566.276
1/31/2023,8691.878
2/1/2023,8782.772
2/2/2023,8912.353
2/3/2023,8820.466
2/6/2023,8766.9
2/7/2023,8879.906
2/8/2023,8781.794
2/9/2023,8705.575
2/10/2023,8726.469
2/13/2023,8827.716
2/14/2023,8826.322
2/15/2023,8853.021
2/16/2023,8731.75
2/17/2023,8709.211
2/21/2023,8534.725
2/22/2023,8521.451
2/23/2023,8567.57
2/24/2023,8477.659
2/27/2023,8504.764
2/28/2023,8479.805
3/1/2023,8440.246
3/2/2023,8505.55
3/3/2023,8643.615
3/6/2023,8649.879
3/7/2023,8517.541
3/8/2023,8530.335
3/9/2023,8374.246
3/10/2023,8253.654
3/13/2023,8241.388
3/14/2023,8379.159
3/15/2023,8320.964
3/16/2023,8468.33
3/17/2023,8375.213
3/20/2023,8449.975
3/21/2023,8560.306
3/22/2023,8420.022
3/23/2023,8445.871
3/24/2023,8493.546
3/27/2023,8507.538
3/28/2023,8494.354
3/29/2023,8615.294
3/30/2023,8665.697
3/31/2023,8791.134
4/3/2023,8823.655
4/4/2023,8773.308
4/5/2023,8752.543
4/6/2023,8785.702
4/10/2023,8794.655
4/11/2023,8794.288
4/12/2023,8758.112
4/13/2023,8875.653
4/14/2023,8857.313
4/17/2023,8886.759
4/18/2023,8894.353
4/19/2023,8893.602
4/20/2023,8841.616
4/21/2023,8849.76
4/24/2023,8857.303
4/25/2023,8717.631
4/26/2023,8684.191
4/27/2023,8854.32
4/28/2023,8928.35
5/1/2023,8924.919
5/2/2023,8821.593
5/3/2023,8759.954
5/4/2023,8697.675
5/5/2023,8858.859
5/8/2023,8863.009
5/9/2023,8823.048
5/10/2023,8862.852
5/11/2023,8849.692
5/12/2023,8837.684
5/15/2023,8865.029
5/16/2023,8808.948
5/17/2023,8915.431
5/18/2023,9001.251
5/19/2023,8988.459
5/22/2023,8990.889
5/23/2023,8890.156
5/24/2023,8825.262
5/25/2023,8902.84
5/26/2023,9019.641
5/30/2023,9020.392
5/31/2023,8967.159
6/1/2023,9057.175
6/2/2023,9189.342
6/5/2023,9171.091
6/6/2023,9192.915
6/7/2023,9158.135
6/8/2023,9215.865
6/9/2023,9226.7
6/12/2023,9312.718
6/13/2023,9377.649
6/14/2023,9387.536
6/15/2023,9503.532
6/16/2023,9468.808
6/20/2023,9424.025
6/21/2023,9375.208
6/22/2023,9410.834
6/23/2023,9338.835
6/26/2023,9297.123
6/27/2023,9403.615
6/28/2023,9400.304
6/29/2023,9443.465
6/30/2023,9559.666
7/3/2023,9571.348
7/5/2023,9553.692
7/6/2023,9478.725
7/7/2023,9453.102
7/10/2023,9475.899
7/11/2023,9539.947
7/12/2023,9610.875
7/13/2023,9693.298
7/14/2023,9683.686
7/17/2023,9721.026
7/18/2023,9790.2
7/19/2023,9813.455
7/20/2023,9748.101
7/21/2023,9751.263
7/24/2023,9790.761
7/25/2023,9818.494
7/26/2023,9817.106
7/27/2023,9754.716
7/28/2023,9852.015
7/31/2023,9866.77
8/1/2023,9840.712
8/2/2023,9704.626
8/3/2023,9680.358
8/4/2023,9629.77
8/7/2023,9716.914
8/8/2023,9675.998
8/9/2023,9608.728
8/10/2023,9612.362
8/11/2023,9603.447
8/14/2023,9659.264
8/15/2023,9549.167
8/16/2023,9478.538
8/17/2023,9407.267
8/18/2023,9406.496
8/21/2023,9471.385
8/22/2023,9445.222
8/23/2023,9549.726
8/24/2023,9421.472
8/25/2023,9485.892
8/28/2023,9545.438
8/29/2023,9684.223
8/30/2023,9722.956
8/31/2023,9709.676
9/1/2023,9727.644
9/5/2023,9687.257
9/6/2023,9619.984
9/7/2023,9590.396
9/8/2023,9604.773
9/11/2023,9669.36
9/12/2023,9614.661
9/13/2023,9626.675
9/14/2023,9710.541
9/15/2023,9592.861
9/18/2023,9599.929
9/19/2023,9579.265
9/20/2023,9489.915
9/21/2023,9334.585
9/22/2023,9313.3
9/25/2023,9350.901
9/26/2023,9213.722
9/27/2023,9216.022
9/28/2023,9271.554
9/29/2023,9246.739
10/2/2023,9247.515
10/3/2023,9121.137
10/4/2023,9195.138
10/5/2023,9184.808
10/6/2023,9294.823
10/9/2023,9353.405
10/10/2023,9402.313
10/11/2023,9443.13
10/12/2023,9385.156
10/13/2023,9338.089
10/16/2023,9437.307
10/17/2023,9436.36
10/18/2023,9309.925
10/19/2023,9231.729
10/20/2023,9115.842
10/23/2023,9100.485
10/24/2023,9166.797
10/25/2023,9035.397
10/26/2023,8928.63
10/27/2023,8885.941
10/30/2023,8993.463
10/31/2023,9052.312
11/1/2023,9147.447
11/2/2023,9320.564
11/3/2023,9408.558
11/6/2023,9425.344
11/7/2023,9452.283
11/8/2023,9462.252
11/9/2023,9387.587
11/10/2023,9535.633
11/13/2023,9528.252
11/14/2023,9712.011
11/15/2023,9729.308
11/16/2023,9743.215
11/17/2023,9755.918
11/20/2023,9829.021
11/21/2023,9809.395
11/22/2023,9849.737
11/24/2023,9855.838
11/27/2023,9836.752
11/28/2023,9846.43
11/29/2023,9838.819
11/30/2023,9879.018
12/1/2023,9937.889
12/4/2023,9884.169
12/5/2023,9878.972
12/6/2023,9840.645
12/7/2023,9920.636
12/8/2023,9961.503
12/11/2023,10000.64
12/12/2023,10047.044
12/13/2023,10184.38
12/14/2023,10213.694
12/15/2023,10213.48
12/18/2023,10259.847
12/19/2023,10320.864
12/20/2023,10170.506
12/21/2023,10275.299
12/22/2023,10292.37
12/25/2023,
12/26/2023,10335.976
12/27/2023,10351.599
12/28/2023,10356.593
12/29/2023,10327.828
1/2/2024,10269.69
1/3/2024,10187.794
1/4/2024,10154.195
1/5/2024,10172.753
1/8/2024,10316.516
1/9/2024,10302.728
1/10/2024,10361.272
1/11/2024,10354.685
1/12/2024,10363.35
1/15/2024,
1/16/2024,10324.826
1/17/2024,10267.046
1/18/2024,10358.29
1/19/2024,10486.44
1/22/2024,10509.439
1/23/2024,10540.378
1/24/2024,10549.043
1/25/2024,10605.128
1/26/2024,10598.227
1/29/2024,10678.503
1/30/2024,10672.948
1/31/2024,10501.38
2/1/2024,10633.141
2/2/2024,10747.248
2/5/2024,10713.112
2/6/2024,10738.166
2/7/2024,10826.81
2/8/2024,10834.36
2/9/2024,10897.611
2/12/2024,10887.411
2/13/2024,10739.811
2/14/2024,10844.716
2/15/2024,10910.311
2/16/2024,10859.626
2/19/2024,
2/20/2024,10794.799
2/21/2024,10808.929
2/22/2024,11037.823
2/23/2024,11041.896
2/26/2024,11000.499
2/27/2024,11019.435
2/28/2024,11002.203
2/29/2024,11062.107
3/1/2024,11151.345
3/4/2024,11138.428
3/5/2024,11025.157
3/6/2024,11082.651
3/7/2024,11198.393
3/8/2024,11126.065
3/11/2024,11113.609
3/12/2024,11238.463
3/13/2024,11217.303
3/14/2024,11187.846
3/15/2024,11115.686
3/18/2024,11186.037
3/19/2024,11249.233
3/20/2024,11350.889
3/21/2024,11387.891
3/22/2024,11372.489
3/25/2024,11337.739
3/26/2024,11306.013
3/27/2024,11404.945
3/28/2024,11418.026
4/1/2024,11395.078
4/2/2024,11312.903
4/3/2024,11325.781
4/4/2024,11187.49
4/5/2024,11311.703
4/8/2024,11307.658
4/9/2024,11325.631
4/10/2024,11218.731
4/11/2024,11302.526
4/12/2024,11139.384
4/15/2024,11005.608
4/16/2024,10982.993
4/17/2024,10919.492
4/18/2024,10896.07
4/19/2024,10801.161
4/22/2024,10895.468
4/23/2024,11026.059
4/24/2024,11028.459
4/25/2024,10978.198
4/26/2024,11090.464
4/29/2024,11126.281
4/30/2024,10951.662
5/1/2024,10914.108
5/2/2024,11013.913
5/3/2024,11152.757
5/6/2024,11268.23
5/7/2024,11283.955
5/8/2024,11283.914
5/9/2024,11343.547
5/10/2024,11364.037
5/13/2024,11361.463
5/14/2024,11418.124
5/15/2024,11554.043
5/16/2024,11532.357
5/17/2024,11546.276
5/20/2024,11557.844
5/21/2024,11587.053
5/22/2024,11555.842
5/23/2024,11470.978
5/24/2024,11551.562
5/27/2024,
5/28/2024,11554.451
5/29/2024,11469.46
5/30/2024,11402.102
5/31/2024,11494.696
6/3/2024,11508.887
6/4/2024,11526.805
6/5/2024,11663.55
6/6/2024,11661.368
6/7/2024,11650.49
6/10/2024,11681.543
6/11/2024,11713.296
6/12/2024,11813.175
6/13/2024,11841.022
6/14/2024,11839.267
6/17/2024,11931.476
6/18/2024,11961.931
6/19/2024,
6/20/2024,11931.803
6/21/2024,11913.782
6/24/2024,11878.039
6/25/2024,11924.752
6/26/2024,11943.528
6/27/2024,11954.505
6/28/2024,11907.15
7/1/2024,11939.38
7/2/2024,12013.401
7/3/2024,12074.827
7/4/2024,
7/5/2024,12142.535
7/8/2024,12155.274
7/9/2024,12164.567
7/10/2024,12290.213
7/11/2024,12182.974
7/12/2024,12250.188
7/15/2024,
7/16/2024,
7/17/2024,
7/18/2024,
7/19/2024,
7/22/2024,
7/23/2024,
7/24/2024,
7/25/2024,
7/26/2024,
7/29/2024,
7/30/2024,
7/31/2024,
8/1/2024,
8/2/2024,
8/5/2024,
8/6/2024,
8/7/2024,
8/8/2024,
8/9/2024,
